Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
3099,CA-2018-135692,4/27/2018,5/1/2018,Standard Class,CV-12805,Priya Pawar,Corporate,India,New Delhi,Delhi,506263,Central,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,220.2656,4,0.32,-42.1096
3100,CA-2018-131233,4/14/2018,4/19/2018,Standard Class,CS-12355,Ananya Nair,Consumer,India,Bengaluru,Karnataka,647270,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,10.776,3,0.2,3.5022
3101,CA-2018-131233,4/14/2018,4/19/2018,Standard Class,CS-12355,Aditi Bhosale,Consumer,India,Kochi,Kerala,213985,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.352,3,0.2,9.0882
3102,CA-2018-119578,12/22/2018,12/27/2018,Second Class,JG-15310,Atharva Nair,Corporate,India,Hyderabad,Telangana,468277,East,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,695.16,6,0,34.758
3103,CA-2018-119578,12/22/2018,12/27/2018,Second Class,JG-15310,Sakshi Mehta,Corporate,India,New Delhi,Delhi,129275,East,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,1,0,50.8254
3104,CA-2017-124562,12/8/2017,12/12/2017,Standard Class,JP-16135,Rahul Mehta,Home Office,India,Udaipur,Rajasthan,144728,East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",12.957,7,0.7,-9.5018
3105,US-2018-140074,3/23/2018,3/29/2018,Standard Class,EC-14050,Ananya Jadhav,Consumer,India,Chennai,Tamil Nadu,482168,East,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,25.68,6,0,11.556
3106,CA-2017-103037,7/25/2017,7/29/2017,Standard Class,KH-16630,Shruti Pawar,Corporate,India,Thiruvananthapuram,Kerala,681904,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4,0.2,5.6956
3107,CA-2018-127460,7/10/2018,7/14/2018,Standard Class,FG-14260,Sakshi Reddy,Home Office,India,Kochi,Kerala,250332,Central,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",298.464,6,0.2,26.1156
3108,CA-2017-121671,7/17/2017,7/22/2017,Standard Class,AA-10480,Arjun Shah,Consumer,India,Nagpur,Maharashtra,437540,Central,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,3,0,10.0878
3109,CA-2017-121671,7/17/2017,7/22/2017,Standard Class,AA-10480,Vihaan Sharma,Consumer,India,Vadodara,Gujarat,159657,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0,4.8588
3110,CA-2017-121671,7/17/2017,7/22/2017,Standard Class,AA-10480,Om Joshi,Consumer,India,Nagpur,Maharashtra,289990,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,1,0,3.7436
3111,CA-2017-121671,7/17/2017,7/22/2017,Standard Class,AA-10480,Om Patil,Consumer,India,Hyderabad,Telangana,261134,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,51.84,8,0,25.4016
3112,CA-2017-121671,7/17/2017,7/22/2017,Standard Class,AA-10480,Sneha Kale,Consumer,India,Warangal,Telangana,439857,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,1,0,47.7306
3113,CA-2017-150350,8/23/2017,8/30/2017,Standard Class,MS-17770,Rohan Naidu,Consumer,India,Nagpur,Maharashtra,632911,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,3,0.2,62.82
3114,CA-2017-150350,8/23/2017,8/30/2017,Standard Class,MS-17770,Sakshi Patil,Consumer,India,Vadodara,Gujarat,622228,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,5,0,63.873
3115,CA-2017-150350,8/23/2017,8/30/2017,Standard Class,MS-17770,Kavya Deshmukh,Consumer,India,Mysuru,Karnataka,365061,West,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,34.68,6,0,16.9932
3116,CA-2017-150350,8/23/2017,8/30/2017,Standard Class,MS-17770,Om Gupta,Consumer,India,Vadodara,Gujarat,561600,West,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.704,6,0.2,-39.9528
3117,CA-2017-150350,8/23/2017,8/30/2017,Standard Class,MS-17770,Aditi Patel,Consumer,India,Chennai,Tamil Nadu,438979,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,0,11.206
3118,CA-2017-150350,8/23/2017,8/30/2017,Standard Class,MS-17770,Kavya Patel,Consumer,India,New Delhi,Delhi,265761,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,4,0,0.1588
3119,CA-2016-121720,6/11/2016,6/12/2016,First Class,JE-15610,Pooja Sharma,Corporate,India,Coimbatore,Tamil Nadu,128983,South,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1123.92,5,0.2,-182.637
3120,CA-2016-121720,6/11/2016,6/12/2016,First Class,JE-15610,Atharva Gupta,Corporate,India,Warangal,Telangana,604202,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,2,0.2,31.198
3121,CA-2016-121720,6/11/2016,6/12/2016,First Class,JE-15610,Yash Joshi,Corporate,India,Bengaluru,Karnataka,309206,South,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",48.672,3,0.2,7.3008
3122,CA-2016-121720,6/11/2016,6/12/2016,First Class,JE-15610,Rohan Nair,Corporate,India,Kolkata,West Bengal,446484,South,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",60.768,2,0.2,7.596
3123,CA-2016-121720,6/11/2016,6/12/2016,First Class,JE-15610,Meera Pawar,Corporate,India,Udaipur,Rajasthan,390395,South,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,-62.88
3124,CA-2016-121720,6/11/2016,6/12/2016,First Class,JE-15610,Isha Pawar,Corporate,India,Vadodara,Gujarat,168564,South,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,3.768,2,0.7,-3.14
3125,CA-2016-121720,6/11/2016,6/12/2016,First Class,JE-15610,Isha Naidu,Corporate,India,Warangal,Telangana,190212,South,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624,2,0.2,51.8312
3126,CA-2016-121720,6/11/2016,6/12/2016,First Class,JE-15610,Sai Mehta,Corporate,India,Udaipur,Rajasthan,215536,South,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,4,0.2,21.1428
3127,CA-2018-149895,9/8/2018,9/12/2018,Standard Class,EB-14110,Ananya Verma,Consumer,India,Kochi,Kerala,668913,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,258.528,2,0.4,-47.3968
3128,CA-2018-147564,10/2/2018,10/6/2018,Standard Class,BP-11155,Rahul Nair,Consumer,India,New Delhi,Delhi,678784,East,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,49.12,4,0,23.0864
3129,CA-2015-136399,12/16/2015,12/17/2015,First Class,CC-12100,Priya Reddy,Home Office,India,Bengaluru,Karnataka,212119,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0,14.6718
3130,CA-2015-136399,12/16/2015,12/17/2015,First Class,CC-12100,Priya Nair,Home Office,India,Siliguri,West Bengal,132698,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2,18.1176
3131,CA-2015-136399,12/16/2015,12/17/2015,First Class,CC-12100,Priya Pawar,Home Office,India,Warangal,Telangana,291926,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,395,5,0,39.5
3132,CA-2015-136399,12/16/2015,12/17/2015,First Class,CC-12100,Arjun Joshi,Home Office,India,Indore,Madhya Pradesh,428036,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,627.168,4,0.2,70.5564
3133,CA-2015-107916,8/24/2015,8/26/2015,First Class,JP-15460,Trupti Mehta,Corporate,India,Indore,Madhya Pradesh,412772,East,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,0,6.3744
3134,CA-2015-107916,8/24/2015,8/26/2015,First Class,JP-15460,Aditi Reddy,Corporate,India,Chennai,Tamil Nadu,234044,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",12.672,3,0.2,4.4352
3135,CA-2018-164168,11/12/2018,11/18/2018,Standard Class,LS-16975,Ananya Mehta,Home Office,India,Jaipur,Rajasthan,567472,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,30.56,5,0.8,-45.84
3136,CA-2018-164168,11/12/2018,11/18/2018,Standard Class,LS-16975,Trupti Mehta,Home Office,India,Hubballi,Karnataka,584569,Central,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,77.952,3,0.2,-15.5904
3137,CA-2018-164168,11/12/2018,11/18/2018,Standard Class,LS-16975,Atharva Bhosale,Home Office,India,Warangal,Telangana,672263,Central,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,67.992,1,0.2,8.499
3138,CA-2018-164168,11/12/2018,11/18/2018,Standard Class,LS-16975,Sakshi Jadhav,Home Office,India,Coimbatore,Tamil Nadu,524436,Central,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",12.224,2,0.2,4.4312
3139,CA-2018-164168,11/12/2018,11/18/2018,Standard Class,LS-16975,Rahul Chavan,Home Office,India,Coimbatore,Tamil Nadu,657192,Central,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,44.784,2,0.2,-0.5598
3140,CA-2018-164168,11/12/2018,11/18/2018,Standard Class,LS-16975,Nikhil Patil,Home Office,India,Warangal,Telangana,533530,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.848,3,0.6,-17.7072
3141,CA-2016-112557,4/25/2016,4/28/2016,First Class,JL-15850,Pooja Bhosale,Consumer,India,Hyderabad,Telangana,524312,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",206.43,3,0,90.8292
3142,US-2015-122959,12/12/2015,12/12/2015,Same Day,CY-12745,Trupti Nair,Corporate,India,Jaipur,Rajasthan,656953,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210.392,2,0.8,-336.6272
3143,CA-2018-162572,9/25/2018,9/27/2018,Second Class,RB-19360,Shruti Patil,Consumer,India,Bhopal,Madhya Pradesh,376250,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,5,0.2,35.988
3144,CA-2018-162572,9/25/2018,9/27/2018,Second Class,RB-19360,Sneha Patil,Consumer,India,Indore,Madhya Pradesh,358870,East,OFF-AR-10001547,Office Supplies,Art,Newell 311,10.608,6,0.2,0.9282
3145,US-2017-148110,9/5/2017,9/11/2017,Standard Class,AR-10825,Kavya Reddy,Corporate,India,Kochi,Kerala,262514,Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,-24.843
3146,CA-2018-131828,2/11/2018,2/13/2018,Second Class,CS-11845,Aditya Kulkarni,Corporate,India,Chennai,Tamil Nadu,285335,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,4,0.2,108.3528
3147,CA-2018-131828,2/11/2018,2/13/2018,Second Class,CS-11845,Rahul Mehta,Corporate,India,Jaipur,Rajasthan,679231,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679
3148,CA-2015-109218,6/30/2015,7/3/2015,Second Class,AR-10825,Rahul Deshmukh,Corporate,India,Udaipur,Rajasthan,244187,West,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,5,0,10.368
3149,CA-2017-120558,6/7/2017,6/10/2017,First Class,RD-19810,Vihaan Singh,Home Office,India,Bhopal,Madhya Pradesh,176180,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,0,15.552
3150,US-2015-109036,12/20/2015,12/25/2015,Standard Class,KH-16510,Kavya Nair,Consumer,India,Nashik,Maharashtra,424059,West,OFF-LA-10002043,Office Supplies,Labels,Avery 489,31.05,3,0,14.904
3151,CA-2016-147830,12/15/2016,12/18/2016,First Class,NF-18385,Atharva Reddy,Consumer,India,Bengaluru,Karnataka,371263,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36,6,0.2,607.608
3152,CA-2016-147830,12/15/2016,12/18/2016,First Class,NF-18385,Aditi Gupta,Consumer,India,Surat,Gujarat,180897,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1799.994,2,0.7,-2639.9912
3153,CA-2016-147830,12/15/2016,12/18/2016,First Class,NF-18385,Om Reddy,Consumer,India,Kolkata,West Bengal,626405,East,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,101.988,2,0.4,-16.998
3154,CA-2016-147830,12/15/2016,12/18/2016,First Class,NF-18385,Riya Sharma,Consumer,India,Kolkata,West Bengal,557268,East,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,7,0.2,69.0018
3155,CA-2018-150497,7/20/2018,7/24/2018,Standard Class,SM-20950,Yash Patel,Corporate,India,Kochi,Kerala,198857,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,0,331.191
3156,CA-2015-128986,8/3/2015,8/5/2015,Second Class,GH-14410,Rohan Verma,Home Office,India,Coimbatore,Tamil Nadu,360521,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,93.024,3,0.2,33.7212
3157,CA-2016-139584,8/24/2016,8/28/2016,Standard Class,EM-13810,Nikhil Singh,Corporate,India,Hyderabad,Telangana,244941,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,-75.8304
3158,CA-2016-139584,8/24/2016,8/28/2016,Standard Class,EM-13810,Om Patil,Corporate,India,Surat,Gujarat,281236,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26,2,0,11.7
3159,US-2017-162677,3/26/2017,3/27/2017,First Class,DB-13210,Rahul Kulkarni,Consumer,India,Nagpur,Maharashtra,233207,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",67.64,5,0.2,5.9185
3160,US-2017-162677,3/26/2017,3/27/2017,First Class,DB-13210,Shruti Verma,Consumer,India,Bhopal,Madhya Pradesh,110217,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.976,3,0.2,-17.9964
3161,US-2015-150924,9/12/2015,9/16/2015,Second Class,PT-19090,Kavya Gupta,Consumer,India,Bengaluru,Karnataka,662405,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5.18,5,0.8,-8.029
3162,CA-2015-153969,9/21/2015,9/25/2015,Standard Class,HF-14995,Arjun Jadhav,Consumer,India,New Delhi,Delhi,306096,West,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,15.56,2,0,7.3132
3163,CA-2015-153969,9/21/2015,9/25/2015,Standard Class,HF-14995,Nikhil Deshmukh,Consumer,India,New Delhi,Delhi,502901,West,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0,36.8245
3164,CA-2015-153969,9/21/2015,9/25/2015,Standard Class,HF-14995,Shruti Verma,Consumer,India,Nagpur,Maharashtra,444239,West,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.52,3,0,15.4752
3165,CA-2015-153969,9/21/2015,9/25/2015,Standard Class,HF-14995,Om Sharma,Consumer,India,Kolkata,West Bengal,245089,West,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,38.52,9,0,17.334
3166,CA-2015-153969,9/21/2015,9/25/2015,Standard Class,HF-14995,Vivaan More,Consumer,India,Nashik,Maharashtra,137220,West,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2,0.2,23.9984
3167,CA-2015-153969,9/21/2015,9/25/2015,Standard Class,HF-14995,Ananya Chavan,Consumer,India,Surat,Gujarat,561657,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35,3,0,9.4815
3168,CA-2017-146682,10/29/2017,10/31/2017,First Class,KW-16435,Aditya Chavan,Consumer,India,Coimbatore,Tamil Nadu,198341,Central,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67,5,0,32.16
3169,CA-2017-138695,5/28/2017,6/3/2017,Standard Class,KC-16675,Atharva Sharma,Corporate,India,Bhopal,Madhya Pradesh,353584,South,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,390.272,8,0.2,-24.392
3170,CA-2017-138695,5/28/2017,6/3/2017,Standard Class,KC-16675,Arjun Kulkarni,Corporate,India,Bhopal,Madhya Pradesh,153807,South,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),62.192,13,0.2,19.435
3171,CA-2018-107461,12/21/2018,12/26/2018,Second Class,PK-19075,Pooja Reddy,Consumer,India,Hyderabad,Telangana,385842,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,23.88,6,0,11.2236
3172,US-2017-133879,3/21/2017,3/28/2017,Standard Class,KT-16465,Rahul Nair,Consumer,India,Jaipur,Rajasthan,152286,Central,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,3.168,2,0.8,-4.752
3173,US-2017-133879,3/21/2017,3/28/2017,Standard Class,KT-16465,Sakshi Chavan,Consumer,India,Pune,Maharashtra,167990,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0.3,0
3174,US-2017-133879,3/21/2017,3/28/2017,Standard Class,KT-16465,Arjun Singh,Consumer,India,Jaipur,Rajasthan,378141,Central,OFF-AR-10004956,Office Supplies,Art,Newell 33,13.392,3,0.2,1.5066
3175,CA-2018-157483,11/11/2018,11/18/2018,Standard Class,EP-13915,Neha Bhosale,Consumer,India,Warangal,Telangana,182413,Central,OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86,7,0,50.9208
3176,US-2018-132059,9/23/2018,9/29/2018,Standard Class,AP-10915,Sakshi Kale,Consumer,India,Surat,Gujarat,575733,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588,2,0.7,-240.784
3177,US-2018-132059,9/23/2018,9/29/2018,Standard Class,AP-10915,Shruti Deshmukh,Consumer,India,Pune,Maharashtra,422218,West,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,2,0.2,0.5998
3178,CA-2018-122280,9/10/2018,9/10/2018,Same Day,SH-20395,Om Chavan,Consumer,India,Thiruvananthapuram,Kerala,470794,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76,2,0,9.0048
3179,CA-2018-105235,12/5/2018,12/11/2018,Standard Class,SM-20950,Pooja Patel,Corporate,India,Vadodara,Gujarat,113389,East,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,0,6.0726
3180,CA-2018-105235,12/5/2018,12/11/2018,Standard Class,SM-20950,Om Sharma,Corporate,India,Hubballi,Karnataka,292772,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68,2,0,18.1908
3181,CA-2018-105235,12/5/2018,12/11/2018,Standard Class,SM-20950,Trupti Naidu,Corporate,India,Mumbai,Maharashtra,360441,East,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,254.9,5,0,68.823
3182,CA-2018-152912,11/9/2018,11/12/2018,Second Class,BM-11650,Ananya Shah,Corporate,India,Jaipur,Rajasthan,415702,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0,4.4344
3183,CA-2018-152912,11/9/2018,11/12/2018,Second Class,BM-11650,Vihaan Mehta,Corporate,India,Nashik,Maharashtra,380641,East,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,826.62,3,0,355.4466
3184,CA-2018-152912,11/9/2018,11/12/2018,Second Class,BM-11650,Nikhil Patil,Corporate,India,New Delhi,Delhi,396799,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1633.14,9,0,473.6106
3185,CA-2018-152912,11/9/2018,11/12/2018,Second Class,BM-11650,Om Shah,Corporate,India,Chennai,Tamil Nadu,501046,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38,3,0,157.8702
3186,CA-2015-123498,11/7/2015,11/9/2015,First Class,TC-20980,Atharva Kulkarni,Corporate,India,Nagpur,Maharashtra,326174,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,3,0.8,-44.2782
3187,CA-2015-123498,11/7/2015,11/9/2015,First Class,TC-20980,Yash Naidu,Corporate,India,Siliguri,West Bengal,323140,Central,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,74.352,3,0.2,26.9526
3188,CA-2018-159352,3/12/2018,3/17/2018,Standard Class,KB-16585,Shruti Reddy,Corporate,India,Kochi,Kerala,179787,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,69.93,7,0,32.1678
3189,US-2018-146416,10/20/2018,10/22/2018,Second Class,JE-16165,Pooja Pawar,Corporate,India,Mumbai,Maharashtra,359780,West,OFF-LA-10003714,Office Supplies,Labels,Avery 510,3.75,1,0,1.8
3190,US-2018-146416,10/20/2018,10/22/2018,Second Class,JE-16165,Nikhil Pawar,Corporate,India,Kolkata,West Bengal,130688,West,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,20.928,4,0.2,7.5864
3191,US-2016-163783,12/27/2016,1/1/2017,Standard Class,DR-12940,Yash Singh,Home Office,India,Warangal,Telangana,595668,Central,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.672,3,0.2,-3.168
3192,CA-2018-123981,10/2/2018,10/8/2018,Standard Class,RW-19630,Shruti Patil,Corporate,India,Udaipur,Rajasthan,202946,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,65.99,1,0,17.1574
3193,CA-2018-158953,6/4/2018,6/8/2018,Standard Class,ML-18040,Neha More,Corporate,India,New Delhi,Delhi,158038,Central,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,6.37,7,0.8,-9.555
3194,CA-2015-165428,9/1/2015,9/4/2015,First Class,JL-15130,Rahul Pawar,Consumer,India,New Delhi,Delhi,688346,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,3,0.8,-6.0192
3195,CA-2015-165428,9/1/2015,9/4/2015,First Class,JL-15130,Shruti Naidu,Consumer,India,Kolkata,West Bengal,116977,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.104,6,0.2,10.8864
3196,CA-2017-169026,8/8/2017,8/13/2017,Standard Class,CM-12655,Aditi Naidu,Home Office,India,Chennai,Tamil Nadu,262005,South,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",23.34,3,0,0.2334
3197,CA-2018-109750,7/22/2018,7/28/2018,Standard Class,FH-14365,Vivaan Singh,Corporate,India,Thiruvananthapuram,Kerala,556266,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",29.97,3,0,14.0859
3198,CA-2016-149384,7/10/2016,7/10/2016,Same Day,EH-13945,Isha Nair,Consumer,India,Hyderabad,Telangana,514632,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,3.366,3,0.7,-2.244
3199,CA-2015-131527,12/1/2015,12/7/2015,Standard Class,TB-21280,Sneha Bhosale,Consumer,India,Kochi,Kerala,326537,South,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",95.968,4,0.2,9.5968
3200,CA-2018-164000,12/18/2018,12/22/2018,Standard Class,AH-10030,Meera Patil,Corporate,India,Hyderabad,Telangana,209467,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,18.704,7,0.2,2.338
3201,CA-2015-164224,5/18/2015,5/20/2015,Second Class,TT-21070,Riya Naidu,Consumer,India,Udaipur,Rajasthan,375484,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,149.232,3,0.2,3.7308
3202,CA-2015-164224,5/18/2015,5/20/2015,Second Class,TT-21070,Yash Shah,Consumer,India,Chennai,Tamil Nadu,653539,East,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,15.936,4,0.2,5.7768
3203,CA-2015-158372,11/10/2015,11/16/2015,Standard Class,RD-19900,Aditi Kale,Consumer,India,Jaipur,Rajasthan,308964,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,601.536,8,0.2,60.1536
3204,CA-2015-158372,11/10/2015,11/16/2015,Standard Class,RD-19900,Isha Joshi,Consumer,India,Indore,Madhya Pradesh,618736,West,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,10.99,1,0,4.2861
3205,CA-2015-158372,11/10/2015,11/16/2015,Standard Class,RD-19900,Atharva Joshi,Consumer,India,New Delhi,Delhi,276975,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0,11.1664
3206,CA-2015-158372,11/10/2015,11/16/2015,Standard Class,RD-19900,Yash Bhosale,Consumer,India,Coimbatore,Tamil Nadu,454320,West,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",62.24,8,0,28.008
3207,CA-2015-158372,11/10/2015,11/16/2015,Standard Class,RD-19900,Pooja Nair,Consumer,India,New Delhi,Delhi,177793,West,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,5,0,14.896
